training_index,movieId,title
2477,3302,Beautiful People
2478,3303,Black Tar Heroin: The Dark End of the Street
2479,3306,"Circus, The"
2480,3307,City Lights
2481,3308,"Flamingo Kid, The"
2482,3310,"Kid, The"
2483,3313,Class Reunion
2484,3315,Happy Go Lovely
2485,3316,Reindeer Games
2486,3317,Wonder Boys
2487,3323,Chain of Fools
2488,3324,Drowning Mona
2489,3325,"Next Best Thing, The"
2490,3326,What Planet Are You From?
2491,3327,Beyond the Mat
2492,3328,Ghost Dog: The Way of the Samurai
2493,3329,The Year My Voice Broke
2494,3330,Splendor in the Grass
2495,3331,My Tutor
2496,3334,Key Largo
2497,3341,Born Yesterday
2498,3342,Birdy
2499,3344,Blood Feast
2500,3345,"Charlie, the Lonesome Cougar"
2501,3347,Never Cry Wolf
2502,3350,"Raisin in the Sun, A"
2503,3353,"Closer You Get, The"
2504,3354,Mission to Mars
2505,3355,"Ninth Gate, The"
2506,3357,East-West (Est-ouest)
2507,3358,Defending Your Life
2508,3359,Breaking Away
2509,3360,Hoosiers (a.k.a. Best Shot)
2510,3361,Bull Durham
2511,3362,Dog Day Afternoon
2512,3363,American Graffiti
2513,3364,"Asphalt Jungle, The"
2514,3365,"Searchers, The"
2515,3368,"Big Country, The"
2516,3370,Betrayed
2517,3372,"Bridge at Remagen, The"
2518,3374,Daughters of the Dust
2519,3378,"Ogre, The (Unhold, Der)"
2520,3379,On the Beach
2521,3384,"Taking of Pelham One Two Three, The"
2522,3385,Volunteers
2523,3386,JFK
2524,3387,Who's Harry Crumb?
2525,3388,Harry and the Hendersons
2526,3389,Let's Get Harry
2527,3390,Shanghai Surprise
2528,3391,Who's That Girl?
2529,3392,She-Devil
2530,3393,Date with an Angel
2531,3394,Blind Date
2532,3395,Nadine
2533,3396,"Muppet Movie, The"
2534,3397,"Great Muppet Caper, The"
2535,3398,"Muppets Take Manhattan, The"
2536,3400,We're Back! A Dinosaur's Story
2537,3401,Baby... Secret of the Lost Legend
2538,3402,Turtle Diary
2539,3403,Raise the Titanic
2540,3404,Titanic
2541,3405,"Night to Remember, A"
2542,3406,Captain Horatio Hornblower R.N.
2543,3408,Erin Brockovich
2544,3409,Final Destination
2545,3410,Soft Fruit
2546,3412,"Bear, The (Ours, L')"
2547,3414,Love Is a Many-Splendored Thing
2548,3415,"Mirror, The (Zerkalo)"
2549,3417,"Crimson Pirate, The"
2550,3418,Thelma & Louise
2551,3420,...And Justice for All
2552,3421,Animal House
2553,3422,She's Gotta Have It
2554,3423,School Daze
2555,3424,Do the Right Thing
2556,3425,Mo' Better Blues
2557,3426,Jungle Fever
2558,3428,"Champ, The"
2559,3429,Creature Comforts
2560,3430,Death Wish
2561,3431,Death Wish 2
2562,3432,Death Wish 3
2563,3433,Death Wish 4: The Crackdown
2564,3434,Death Wish 5: The Face of Death
2565,3435,Double Indemnity
2566,3436,Dying Young
2567,3438,Teenage Mutant Ninja Turtles
2568,3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
2569,3440,Teenage Mutant Ninja Turtles III
2570,3441,Red Dawn
2571,3442,Band of the Hand
2572,3444,Bloodsport
2573,3445,Eyes of Laura Mars
2574,3446,Funny Bones
2575,3447,"Good Earth, The"
2576,3448,"Good Morning, Vietnam"
2577,3449,"Good Mother, The"
2578,3450,Grumpy Old Men
2579,3451,Guess Who's Coming to Dinner
2580,3452,Romeo Must Die
2581,3453,Here on Earth
2582,3454,Whatever It Takes
2583,3455,Buddy Boy
2584,3459,Gothic
2585,3461,Lord of the Flies
2586,3462,Modern Times
2587,3466,Heart and Souls
2588,3467,Hud
2589,3468,"Hustler, The"
2590,3469,Inherit the Wind
2591,3470,Dersu Uzala
2592,3471,Close Encounters of the Third Kind
2593,3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000)
2594,3474,Retroactive
2595,3475,"Place in the Sun, A"
2596,3476,Jacob's Ladder
2597,3477,Empire Records
2598,3478,"Bamba, La"
2599,3479,Ladyhawke
2600,3480,Lucas
2601,3481,High Fidelity
2602,3483,"Road to El Dorado, The"
2603,3484,"Skulls, The"
2604,3489,Hook
2605,3492,"Son of the Sheik, The"
2606,3494,True Grit
2607,3496,Madame Sousatzka
2608,3497,Max Dugan Returns
2609,3498,Midnight Express
2610,3499,Misery
2611,3500,Mr. Saturday Night
2612,3501,Murphy's Romance
2613,3502,My Life
2614,3503,Solaris (Solyaris)
2615,3504,Network
2616,3505,No Way Out
2617,3506,North Dallas Forty
2618,3507,"Odd Couple, The"
2619,3508,"Outlaw Josey Wales, The"
2620,3510,Frequency
2621,3511,Ready to Rumble
2622,3512,Return to Me
2623,3513,Rules of Engagement
2624,3514,Joe Gould's Secret
2625,3515,Me Myself I
2626,3516,"Bell, Book and Candle"
2627,3519,Force 10 from Navarone
2628,3521,Mystery Train
2629,3524,Arthur
2630,3525,Bachelor Party
2631,3526,Parenthood
2632,3527,Predator
2633,3528,"Prince of Tides, The"
2634,3529,"Postman Always Rings Twice, The"
2635,3531,All the Vermeers in New York
2636,3534,28 Days
2637,3535,American Psycho
2638,3536,Keeping the Faith
2639,3537,Where the Money Is
2640,3538,East is East
2641,3539,"Filth and the Fury, The"
2642,3543,Diner
2643,3544,Shakes the Clown
2644,3545,Cabaret
2645,3546,What Ever Happened to Baby Jane?
2646,3548,Auntie Mame
2647,3549,Guys and Dolls
2648,3550,The Hunger
2649,3551,Marathon Man
2650,3552,Caddyshack
2651,3553,Gossip
2652,3554,Love and Basketball
2653,3555,U-571
2654,3556,"Virgin Suicides, The"
2655,3557,Jennifer 8
2656,3559,Limelight
2657,3563,"Crow: Salvation, The"
2658,3564,"Flintstones in Viva Rock Vegas, The"
2659,3565,Where the Heart Is
2660,3566,"Big Kahuna, The"
2661,3567,Bossa Nova
2662,3568,Smiling Fish and Goat on Fire
2663,3569,"Idiots, The (Idioterne)"
2664,3571,Time Code
2665,3572,Carnosaur
2666,3573,Carnosaur 2
2667,3574,Carnosaur 3: Primal Species
2668,3576,"Hidden, The"
2669,3577,Two Moon Junction
2670,3578,Gladiator
2671,3580,Up at the Villa
2672,3581,Human Traffic
2673,3584,Breathless
2674,3586,The Idolmaker
2675,3587,Inferno
2676,3590,"Lords of Flatbush, The"
2677,3591,Mr. Mom
2678,3592,"Time Masters (Maîtres du temps, Les)"
2679,3593,Battlefield Earth
2680,3594,Center Stage
2681,3596,Screwed
2682,3597,Whipped
2683,3598,Hamlet
2684,3599,Anchors Aweigh
2685,3604,Gypsy
2686,3606,On the Town
2687,3608,Pee-wee's Big Adventure
2688,3609,Regret to Inform
2689,3614,Honeymoon in Vegas
2690,3615,Dinosaur
2691,3616,Loser
2692,3617,Road Trip
2693,3618,Small Time Crooks
2694,3619,"Hollywood Knights, The"
2695,3622,"Twelve Chairs, The"
2696,3623,Mission: Impossible II
2697,3624,Shanghai Noon
2698,3625,Better Living Through Circuitry
2699,3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women)
2700,3627,Carnival of Souls
2701,3628,Flying Tigers
2702,3629,"Gold Rush, The"
2703,3632,Monsieur Verdoux
2704,3633,On Her Majesty's Secret Service
2705,3634,Seven Days in May
2706,3635,"Spy Who Loved Me, The"
2707,3637,Vagabond (Sans toit ni loi)
2708,3638,Moonraker
2709,3639,"Man with the Golden Gun, The"
2710,3640,"King in New York, A"
2711,3641,"Woman of Paris, A"
2712,3643,"Fighting Seabees, The"
2713,3646,Big Momma's House
2714,3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)"
2715,3649,American Gigolo
2716,3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)"
2717,3653,"Endless Summer, The"
2718,3654,"Guns of Navarone, The"
2719,3655,Blow-Out (La grande bouffe)
2720,3658,Quatermass and the Pit
2721,3660,Puppet Master
2722,3661,Puppet Master II
2723,3662,Puppet Master III: Toulon's Revenge
2724,3663,Puppet Master 4
2725,3664,Puppet Master 5: The Final Chapter
2726,3667,Rent-A-Cop
2727,3668,Romeo and Juliet
2728,3669,Stay Tuned
2729,3671,Blazing Saddles
2730,3672,Benji
2731,3673,Benji the Hunted
2732,3674,For the Love of Benji
2733,3675,White Christmas
2734,3676,Eraserhead
2735,3677,Baraka
2736,3678,"Man with the Golden Arm, The"
2737,3679,"Decline of Western Civilization, The"
2738,3680,"Decline of Western Civilization Part II: The Metal Years, The"
2739,3681,For a Few Dollars More (Per qualche dollaro in più)
2740,3682,Magnum Force
2741,3683,Blood Simple
2742,3684,"Fabulous Baker Boys, The"
2743,3685,Prizzi's Honor
2744,3686,Flatliners
2745,3687,Light Years (Gandahar)
2746,3688,Porky's
2747,3689,Porky's II: The Next Day
2748,3690,Porky's Revenge
2749,3691,Private School
2750,3692,Class of Nuke 'Em High
2751,3693,"Toxic Avenger, The"
2752,3694,"Toxic Avenger, Part II, The"
2753,3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
2754,3696,Night of the Creeps
2755,3697,Predator 2
2756,3698,"Running Man, The"
2757,3699,Starman
2758,3700,"Brother from Another Planet, The"
2759,3701,Alien Nation
2760,3702,Mad Max
2761,3703,"Road Warrior, The (Mad Max 2)"
2762,3704,Mad Max Beyond Thunderdome
2763,3705,Bird on a Wire
2764,3706,Angel Heart
2765,3707,9 1/2 Weeks (Nine 1/2 Weeks)
2766,3708,Firestarter
2767,3709,Sleepwalkers
2768,3710,Action Jackson
2769,3711,Sarafina!
2770,3712,Soapdish
2771,3713,"Long Walk Home, The"
2772,3714,Clara's Heart
2773,3715,Burglar
2774,3716,Fatal Beauty
2775,3717,Gone in 60 Seconds
2776,3719,Love's Labour's Lost
2777,3720,Sunshine
2778,3723,Hamlet
2779,3724,Coming Home
2780,3725,American Pop
2781,3726,Assault on Precinct 13
2782,3727,Near Dark
2783,3728,One False Move
2784,3729,Shaft
2785,3730,"Conversation, The"
2786,3731,Cutter's Way
2787,3732,"Fury, The"
2788,3733,"Paper Chase, The"
2789,3735,Serpico
2790,3736,"Ace in the Hole (Big Carnival, The)"
2791,3737,Lonely Are the Brave
2792,3738,"Sugarland Express, The"
2793,3739,Trouble in Paradise
2794,3740,Big Trouble in Little China
2795,3741,Badlands
2796,3742,Battleship Potemkin
2797,3743,Boys and Girls
2798,3744,Shaft
2799,3745,Titan A.E.
2800,3746,Butterfly (La lengua de las mariposas)
2801,3747,Jesus' Son
2802,3751,Chicken Run
2803,3752,"Me, Myself & Irene"
2804,3753,"Patriot, The"
2805,3754,"Adventures of Rocky and Bullwinkle, The"
2806,3755,"Perfect Storm, The"
2807,3756,"Golden Bowl, The"
2808,3758,Communion
2809,3760,"Kentucky Fried Movie, The"
2810,3761,"Blood In, Blood Out"
2811,3763,F/X
2812,3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion)
2813,3765,"Hot Spot, The"
2814,3766,Missing in Action
2815,3767,Missing in Action 2: The Beginning
2816,3768,Braddock: Missing in Action III
2817,3769,Thunderbolt and Lightfoot
2818,3770,Dreamscape
2819,3771,The Golden Voyage of Sinbad
2820,3773,House Party
2821,3774,House Party 2
2822,3783,Croupier
2823,3784,"Kid, The"
2824,3785,Scary Movie
2825,3786,But I'm a Cheerleader
2826,3787,Shower (Xizao)
2827,3788,Blow-Up (Blowup)
2828,3789,"Pawnbroker, The"
2829,3790,Groove
2830,3791,Footloose
2831,3792,Duel in the Sun
2832,3793,X-Men
2833,3794,Chuck & Buck
2834,3795,"Five Senses, The"
2835,3797,"In Crowd, The"
2836,3798,What Lies Beneath
2837,3799,Pokémon the Movie 2000
2838,3801,Anatomy of a Murder
2839,3802,Freejack
2840,3806,Mackenna's Gold
2841,3807,Sinbad and the Eye of the Tiger
2842,3808,"Two Women (Ciociara, La)"
2843,3809,What About Bob?
2844,3810,White Sands
2845,3811,Breaker Morant
2846,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask
2847,3813,Interiors
2848,3814,Love and Death
2849,3816,"Official Story, The (La historia oficial)"
2850,3819,Tampopo
2851,3821,Nutty Professor II: The Klumps
2852,3822,"Girl on the Bridge, The (Fille sur le pont, La)"
2853,3823,Wonderland
2854,3824,Autumn in New York
2855,3825,Coyote Ugly
2856,3826,Hollow Man
2857,3827,Space Cowboys
2858,3830,Psycho Beach Party
2859,3831,Saving Grace
2860,3832,"Black Sabbath (Tre volti della paura, I)"
2861,3833,"Brain That Wouldn't Die, The"
2862,3834,Bronco Billy
2863,3835,"Crush, The"
2864,3836,Kelly's Heroes
2865,3837,Phantasm II
2866,3838,Phantasm III: Lord of the Dead
2867,3839,Phantasm IV: Oblivion
2868,3840,Pumpkinhead
2869,3841,Air America
2870,3843,Sleepaway Camp
2871,3844,Steel Magnolias
2872,3845,And God Created Woman (Et Dieu... créa la femme)
2873,3846,Easy Money
2874,3847,"Ilsa, She Wolf of the SS"
2875,3849,The Spiral Staircase
2876,3851,I'm the One That I Want
2877,3852,"Tao of Steve, The"
2878,3855,"Affair of Love, An (Liaison pornographique, Une)"
2879,3857,Bless the Child
2880,3858,Cecil B. DeMented
2881,3859,"Eyes of Tammy Faye, The"
2882,3861,"Replacements, The"
2883,3862,About Adam
2884,3863,"Cell, The"
2885,3864,Godzilla 2000 (Gojira ni-sen mireniamu)
2886,3865,"Original Kings of Comedy, The"
2887,3868,"Naked Gun: From the Files of Police Squad!, The"
2888,3869,"Naked Gun 2 1/2: The Smell of Fear, The"
2889,3870,Our Town
2890,3871,Shane
2891,3872,"Suddenly, Last Summer"
2892,3873,Cat Ballou
2893,3877,Supergirl
2894,3879,"Art of War, The"
2895,3882,Bring It On
2896,3884,"Crew, The"
2897,3888,Skipped Parts
2898,3889,Highlander: Endgame (Highlander IV)
2899,3893,Nurse Betty
2900,3894,Solas
2901,3895,"Watcher, The"
2902,3896,"Way of the Gun, The"
2903,3897,Almost Famous
2904,3898,Bait
2905,3899,Circus
2906,3900,Crime and Punishment in Suburbia
2907,3901,Duets
2908,3906,Under Suspicion
2909,3908,Urban Legends: Final Cut
2910,3909,Woman on Top
2911,3910,Dancer in the Dark
2912,3911,Best in Show
2913,3912,Beautiful
2914,3914,"Broken Hearts Club, The"
2915,3915,Girlfight
2916,3916,Remember the Titans
2917,3917,Hellraiser
2918,3918,Hellbound: Hellraiser II
2919,3919,Hellraiser III: Hell on Earth
2920,3920,"Faraway, So Close (In weiter Ferne, so nah!)"
2921,3922,Bikini Beach
2922,3925,Stranger Than Paradise
2923,3926,Voyage to the Bottom of the Sea
2924,3927,Fantastic Voyage
2925,3928,Abbott and Costello Meet Frankenstein
2926,3929,"Bank Dick, The"
2927,3930,"Creature from the Black Lagoon, The"
2928,3932,"Invisible Man, The"
2929,3933,"Killer Shrews, The"
2930,3937,Runaway
2931,3938,"Slumber Party Massacre, The"
2932,3939,Slumber Party Massacre II
2933,3940,Slumber Party Massacre III
2934,3941,Sorority House Massacre
2935,3942,Sorority House Massacre II
2936,3943,Bamboozled
2937,3945,Digimon: The Movie
2938,3946,Get Carter
2939,3947,Get Carter
2940,3948,Meet the Parents
2941,3949,Requiem for a Dream
2942,3950,Tigerland
2943,3951,Two Family House
2944,3952,"Contender, The"
2945,3953,Dr. T and the Women
2946,3955,"Ladies Man, The"
2947,3957,Billy Jack
2948,3958,Billy Jack Goes to Washington
2949,3959,"Time Machine, The"
2950,3962,Ghoulies II
2951,3963,"Unsinkable Molly Brown, The"
2952,3964,"Adventures of Ichabod and Mr. Toad, The"
2953,3965,"Strange Love of Martha Ivers, The"
2954,3966,Detour
2955,3967,Billy Elliot
2956,3968,Bedazzled
2957,3969,Pay It Forward
2958,3971,"Private Eyes, The"
2959,3972,"Legend of Drunken Master, The (Jui kuen II)"
2960,3973,Book of Shadows: Blair Witch 2
2961,3974,"Little Vampire, The"
2962,3977,Charlie's Angels
2963,3978,"Legend of Bagger Vance, The"
2964,3979,Little Nicky
2965,3980,Men of Honor
2966,3981,Red Planet
2967,3983,You Can Count on Me
2968,3984,Diamonds Are Forever
2969,3985,"Eagle Has Landed, The"
2970,3986,"6th Day, The"
2971,3987,Bounce
2972,3988,How the Grinch Stole Christmas (a.k.a. The Grinch)
2973,3989,One Day in September
2974,3990,Rugrats in Paris: The Movie
2975,3991,102 Dalmatians
2976,3992,Malèna
2977,3993,Quills
2978,3994,Unbreakable
2979,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)"
2980,3997,Dungeons & Dragons
2981,3998,Proof of Life
2982,3999,Vertical Limit
2983,4000,"Bounty, The"
2984,4002,"Planes, Trains & Automobiles"
2985,4003,She's Having a Baby
2986,4005,"Living Daylights, The"
2987,4006,Transformers: The Movie
2988,4007,Wall Street
2989,4008,Born on the Fourth of July
2990,4009,Talk Radio
2991,4010,Brewster's Millions
2992,4011,Snatch
2993,4012,Punchline
2994,4014,Chocolat
2995,4015,"Dude, Where's My Car?"
2996,4016,"Emperor's New Groove, The"
2997,4017,Pollock
2998,4018,What Women Want
2999,4019,Finding Forrester
3000,4020,"Gift, The"
3001,4021,Before Night Falls
3002,4022,Cast Away
3003,4023,"Family Man, The"
3004,4024,"House of Mirth, The"
3005,4025,Miss Congeniality
3006,4027,"O Brother, Where Art Thou?"
3007,4029,State and Main
3008,4030,Dracula 2000
3009,4031,All the Pretty Horses
3010,4032,"Everlasting Piece, An"
3011,4033,Thirteen Days
3012,4034,Traffic
3013,4035,"Claim, The"
3014,4036,Shadow of the Vampire
3015,4037,House of Games
3016,4039,Annie
3017,4040,Don't Tell Mom the Babysitter's Dead
3018,4041,"Officer and a Gentleman, An"
3019,4042,"Alamo, The"
3020,4043,At Close Range
3021,4046,Friendly Persuasion
3022,4047,Gettysburg
3023,4051,Horrors of Spider Island (Ein Toter Hing im Netz)
3024,4052,Antitrust
3025,4053,Double Take
3026,4054,Save the Last Dance
3027,4055,Panic
3028,4056,"Pledge, The"
3029,4061,The Man in the Moon
3030,4062,Mystic Pizza
3031,4063,Prelude to a Kiss
3032,4064,Coffy
3033,4065,Foxy Brown
3034,4066,I'm Gonna Git You Sucka
3035,4067,Untamed Heart
3036,4068,Sugar & Spice
3037,4069,"Wedding Planner, The"
3038,4074,"Legend of Rita, The (Stille nach dem Schuß, Die)"
3039,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien)"
3040,4078,Amazing Grace and Chuck
3041,4079,Amazon Women on the Moon
3042,4080,Baby Boom
3043,4081,Back to the Beach
3044,4082,Barfly
3045,4083,Best Seller
3046,4084,Beverly Hills Cop II
3047,4085,Beverly Hills Cop
3048,4086,"Big Easy, The"
3049,4089,Born in East L.A.
3050,4090,"Brave Little Toaster, The"
3051,4091,Can't Buy Me Love
3052,4092,Cherry 2000
3053,4093,Cop
3054,4102,Eddie Murphy Raw
3055,4103,Empire of the Sun
3056,4104,Ernest Goes to Camp
3057,4105,"Evil Dead, The"
3058,4109,Flowers in the Attic
3059,4110,"Fourth Protocol, The"
3060,4111,Gardens of Stone
3061,4113,"Glass Menagerie, The"
3062,4115,Hiding Out
3063,4116,Hollywood Shuffle
3064,4117,Hope and Glory
3065,4121,Innerspace
3066,4123,Ishtar
3067,4124,Jaws: The Revenge
3068,4125,Leonard Part 6
3069,4126,Less Than Zero
3070,4127,"Like Father, Like Son"
3071,4128,"Lost Boys, The"
3072,4129,Made in Heaven
3073,4130,Maid to Order
3074,4131,Making Mr. Right
3075,4132,Mannequin
3076,4133,Masters of the Universe
3077,4135,"Monster Squad, The"
3078,4138,My Demon Lover
3079,4139,No Man's Land
3080,4141,Head Over Heels
3081,4142,Left Behind: The Movie
3082,4143,Valentine
3083,4144,In the Mood For Love (Fa yeung nin wa)
3084,4146,"Million Dollar Hotel, The"
3085,4147,Nico and Dani (Krámpack)
3086,4148,Hannibal
3087,4149,Saving Silverman (Evil Woman)
3088,4152,Vatel
3089,4153,Down to Earth
3090,4154,Recess: School's Out
3091,4155,Sweet November
3092,4156,Company Man
3093,4157,"Price of Milk, The"
3094,4158,Monkeybone
3095,4159,3000 Miles to Graceland
3096,4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La)"
3097,4161,"Mexican, The"
3098,4164,"Caveman's Valentine, The"
3099,4166,Series 7: The Contenders
3100,4167,15 Minutes
3101,4168,Get Over It
3102,4171,Long Night's Journey Into Day
3103,4174,Avalon
3104,4175,Gray's Anatomy
3105,4178,Of Mice and Men
3106,4180,Reform School Girls
3107,4181,Tapeheads
3108,4184,"Bishop's Wife, The"
3109,4187,Lilies of the Field
3110,4189,"Greatest Story Ever Told, The"
3111,4190,Elmer Gantry
3112,4191,Alfie
3113,4193,"Fantasticks, The"
3114,4195,"Abominable Dr. Phibes, The"
3115,4197,Real Life
3116,4198,Battle Beyond the Stars
3117,4200,Double Impact
3118,4202,Fuzz
3119,4203,Harley Davidson and the Marlboro Man
3120,4204,Losin' It
3121,4205,Mermaids
3122,4207,Navy Seals
3123,4210,Manhunter
3124,4211,Reversal of Fortune
3125,4212,Death on the Nile
3126,4214,Revenge of the Nerds
3127,4215,Revenge of the Nerds II: Nerds in Paradise
3128,4217,4 Little Girls
3129,4218,River's Edge
3130,4219,Girls Just Want to Have Fun
3131,4220,"Longest Yard, The"
3132,4221,Necessary Roughness
3133,4223,Enemy at the Gates
3134,4224,Exit Wounds
3135,4225,"Dish, The"
3136,4226,Memento
3137,4228,Heartbreakers
3138,4229,Say It Isn't So
3139,4231,Someone Like You
3140,4232,Spy Kids
3141,4233,Tomcats
3142,4234,"Tailor of Panama, The"
3143,4235,Amores Perros (Love's a Bitch)
3144,4236,Keep the River on Your Right: A Modern Cannibal Tale
3145,4237,"Gleaners & I, The (Les glaneurs et la glaneuse)"
3146,4238,Along Came a Spider
3147,4239,Blow
3148,4240,Just Visiting
3149,4241,Pokémon 3: The Movie
3150,4242,Beautiful Creatures
3151,4243,Brigham City
3152,4246,Bridget Jones's Diary
3153,4247,Joe Dirt
3154,4248,Josie and the Pussycats
3155,4251,Chopper
3156,4252,"Circle, The (Dayereh)"
3157,4254,Crocodile Dundee in Los Angeles
3158,4255,Freddy Got Fingered
3159,4256,"Center of the World, The"
3160,4259,"Luzhin Defence, The"
3161,4260,"Visit, The"
3162,4262,Scarface
3163,4263,Days of Wine and Roses
3164,4265,Driven
3165,4267,One Night at McCool's
3166,4268,Town & Country
3167,4270,"Mummy Returns, The"
3168,4273,Under the Sand
3169,4275,Krull
3170,4276,Lost in America
3171,4278,Triumph of the Will (Triumph des Willens)
3172,4280,"World According to Garp, The"
3173,4282,Fellini Satyricon
3174,4284,Frankie and Johnny
3175,4285,Frankie and Johnny
3176,4289,"City of Women, The (Città delle donne, La)"
3177,4290,For the Boys
3178,4291,Nine to Five (a.k.a. 9 to 5)
3179,4292,Norma Rae
3180,4293,Summer Rental
3181,4294,"5,000 Fingers of Dr. T, The"
3182,4296,Love Story
3183,4297,Pelle the Conqueror (Pelle erobreren)
3184,4298,Rififi (Du rififi chez les hommes)
3185,4299,"Knight's Tale, A"
3186,4300,Bread and Roses
3187,4304,Startup.com
3188,4305,Angel Eyes
3189,4306,Shrek
3190,4307,"Fast Food, Fast Women"
3191,4308,Moulin Rouge
3192,4310,Pearl Harbor
3193,4312,Himalaya (Himalaya - l'enfance d'un chef)
3194,4313,"Man Who Cried, The"
3195,4316,Ice Castles
3196,4317,Love Potion #9
3197,4321,City Slickers
3198,4322,Eight Men Out
3199,4323,"Horse Soldiers, The"
3200,4325,"Night, The (Notte, La)"
3201,4326,Mississippi Burning
3202,4327,"Magnificent Seven, The"
3203,4329,Rio Bravo
3204,4333,Throw Momma from the Train
3205,4334,Yi Yi
3206,4337,"Sand Pebbles, The"
3207,4338,Twelve O'Clock High
3208,4339,Von Ryan's Express
3209,4340,"Animal, The"
3210,4342,Big Eden
3211,4343,Evolution
3212,4344,Swordfish
3213,4345,"Anniversary Party, The"
3214,4347,Divided We Fall (Musíme si pomáhat)
3215,4349,Catch-22
3216,4350,Forgotten Silver
3217,4351,Point Break
3218,4353,Uncommon Valor
3219,4354,Unlawful Entry
3220,4355,Youngblood
3221,4356,Gentlemen Prefer Blondes
3222,4357,How to Marry a Millionaire
3223,4359,"Seven Year Itch, The"
3224,4361,Tootsie
3225,4366,Atlantis: The Lost Empire
3226,4367,Lara Croft: Tomb Raider
3227,4368,Dr. Dolittle 2
3228,4369,"Fast and the Furious, The"
3229,4370,A.I. Artificial Intelligence
3230,4371,Baby Boy
3231,4372,Crazy/Beautiful
3232,4373,Pootie Tang
3233,4374,Let It Snow
3234,4378,Sexy Beast
3235,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)"
3236,4381,"Closet, The (Placard, Le)"
3237,4383,"Crimson Rivers, The (Rivières pourpres, Les)"
3238,4384,Lumumba
3239,4386,Cats & Dogs
3240,4387,Kiss of the Dragon
3241,4388,Scary Movie 2
3242,4389,Lost and Delirious
3243,4390,Rape Me (Baise-moi)
3244,4392,Alice
3245,4393,Another Woman
3246,4394,Beach Blanket Bingo
3247,4395,Big Deal on Madonna Street (I Soliti Ignoti)
3248,4396,"Cannonball Run, The"
3249,4397,Cannonball Run II
3250,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le)"
3251,4402,Dr. Goldfoot and the Bikini Machine
3252,4403,"Fall of the House of Usher, The (House of Usher)"
3253,4404,Faust
3254,4406,"Man Who Shot Liberty Valance, The"
3255,4407,Salvador
3256,4408,September
3257,4409,Shadows and Fog
3258,4410,Something Wild
3259,4412,"Thing with Two Heads, The"
3260,4419,All That Heaven Allows
3261,4420,"Barefoot Contessa, The"
3262,4422,Cries and Whispers (Viskningar och rop)
3263,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il)"
3264,4426,Kiss Me Deadly
3265,4427,"Lion in Winter, The"
3266,4428,"Misfits, The"
3267,4429,Moby Dick
3268,4432,Sweet Smell of Success
3269,4433,Written on the Wind
3270,4434,"10th Victim, The (La decima vittima)"
3271,4436,Obsession
3272,4437,Suspiria
3273,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)"
3274,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo)
3275,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)"
3276,4441,Game of Death
3277,4442,"Last Dragon, The"
3278,4443,Outland
3279,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang)"
3280,4445,T-Rex: Back to the Cretaceous
3281,4446,Final Fantasy: The Spirits Within
3282,4447,Legally Blonde
3283,4448,"Score, The"
3284,4449,Adanggaman
3285,4450,Bully
3286,4451,Jump Tomorrow
3287,4452,Made
3288,4453,Michael Jordan to the Max
3289,4454,More
3290,4458,Africa: The Serengeti
3291,4459,Alaska: Spirit of the Wild
3292,4462,18 Again!
3293,4463,1969
3294,4464,"Accidental Tourist, The"
3295,4465,"Accused, The"
3296,4466,Above the Law
3297,4467,"Adventures of Baron Munchausen, The"
3298,4470,Ariel
3299,4471,Arthur 2: On the Rocks
3300,4473,Bat*21
3301,4474,Beaches
3302,4475,"Beast of War, The (Beast, The)"
3303,4476,Big Business
3304,4477,Big Top Pee-Wee
3305,4478,Biloxi Blues
3306,4480,"Blob, The"
3307,4482,"Bright Lights, Big City"
3308,4483,Caddyshack II
3309,4484,Camille Claudel
3310,4487,Cocktail
3311,4488,Colors
3312,4489,Coming to America
3313,4490,"Couch Trip, The"
3314,4492,Critters
3315,4495,Crossing Delancey
3316,4496,D.O.A.
3317,4497,Dead Heat
3318,4498,"Dead Pool, The"
3319,4499,Dirty Rotten Scoundrels
3320,4500,Drowning by Numbers
3321,4502,Ernest Saves Christmas
3322,4504,Feds
3323,4505,For Keeps
3324,4506,Frantic
3325,4508,Gorillas in the Mist
3326,4509,"Great Outdoors, The"
